date,commit,workload,metric,value,notes
2026-09-10,1bb36a25,vkmark-default-venus,score,4199,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 INVALID: compositor context poisoned at 23:38:48"
2026-09-10,1bb36a25,basemark-webgl102-vrend,score,3183.18,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-webgl20-vrend,score,4466.92,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-shader-pipeline-vrend,score,1341.18,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-drawcall-stress-vrend,score,78.49,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-geometry-stress-vrend,score,1265.29,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-canvas-vrend,score,968.90,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,1bb36a25,basemark-svg-vrend,score,996.69,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-10,a294d921,aquarium-25000-vrend,fps,20,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-10,a294d921,aquarium-30000-vrend,fps,22,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-10,a294d921,aquarium-25000-vrend,fps,23,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-10,a294d921,aquarium-30000-vrend,fps,19,"trend p01-58a29c9: virglrs 58a29c9 + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,gl-replay-venus,fps,56.732,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,726.2,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2233.669780,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,2932,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7414,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,729.154,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2152.261758,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,2985,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7589,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,736.053,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2228.449501,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3019,trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vkmark-default-venus,score,3856,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,3882,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4008,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 "
2026-09-11,1bb36a25,basemark-webgl102-vrend,score,3228.75,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-webgl20-vrend,score,4440.72,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-shader-pipeline-vrend,score,1348.07,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-drawcall-stress-vrend,score,78.65,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-geometry-stress-vrend,score,1472.80,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-canvas-vrend,score,965.15,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-svg-vrend,score,990.07,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,23,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,19,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,23,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,20,"trend p02-42008bb: virglrs 42008bb + libkrun 95214346; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7279,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,725.526,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2251.054478,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3062,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.6893,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,728.343,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2281.546669,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3059,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.6996,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,733.982,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2188.036175,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3043,trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vkmark-default-venus,score,4179,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4101,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4225,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 "
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,37,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,32,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,36,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,30,"trend p03-4afa3ef: virglrs 4afa3ef + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7173,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,718.426,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2243.715144,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,2479,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.689,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,732.472,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2297.091452,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3037,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7537,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,731.714,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2238.879060,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3037,trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vkmark-default-venus,score,4124,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4226,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4230,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 "
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,49,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,42,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,44,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,42,"trend p04-d30b8ce: virglrs d30b8ce + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/2; read off the fps crop"
2026-09-11,1bb36a25,gl-replay-venus,fps,56.7314,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,727.201,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2195.350522,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3076,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.622,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,700.658,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2289.403496,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3068,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 
2026-09-11,1bb36a25,gl-replay-venus,fps,56.6421,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,gl-replay-llvmpipe,fps,731.316,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vk-replay-venus-headless,fps,2251.822225,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,glmark2-wayland-venus,score,3018,trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 
2026-09-11,1bb36a25,vkmark-default-venus,score,4241,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4207,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 2/3 "
2026-09-11,1bb36a25,vkmark-default-venus,score,4269,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 3/3 "
2026-09-11,1bb36a25,basemark-webgl102-vrend,score,3582.29,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-webgl20-vrend,score,4673.72,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-shader-pipeline-vrend,score,1691.61,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-drawcall-stress-vrend,score,80.83,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-geometry-stress-vrend,score,1688.72,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-canvas-vrend,score,981.08,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,basemark-svg-vrend,score,994.06,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; stock guest; second suite run scored "
2026-09-11,1bb36a25,aquarium-25000-vrend,fps,50,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
2026-09-11,1bb36a25,aquarium-30000-vrend,fps,40,"trend p05-feef548: virglrs feef548 + libkrun 7c4ada05; host mesa 5e99e7c1763; limina 1bb36a25; run 1/2; read off the fps crop"
