date,commit,workload,metric,value,notes
2026-09-16,1d955098,aquarium-30k-vrend,fps,38,"trend l0-f0fdc66: virglrs f0fdc66 + libkrun debc082c patched with libkrun-debc082c-surface-rename.patch; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,gl-replay-venus,fps,56.6674,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,718.967,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2215.285106,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3126,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.7538,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,729.993,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2207.126921,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3076,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.7039,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,726.436,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2197.641215,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3136,trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vkmark-default-venus,score,4132,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4137,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4154,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 3/3 "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1607,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/2 "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1601,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/2 "
2026-09-16,1d955098,basemark-webgl102-vrend,score,3497.20,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-webgl20-vrend,score,4018.20,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-shader-pipeline-vrend,score,1551.48,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-drawcall-stress-vrend,score,81.35,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-geometry-stress-vrend,score,1726.46,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-canvas-vrend,score,1184.41,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-svg-vrend,score,986.59,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,aquarium-25k-vrend,fps,45,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,43,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-25k-vrend,fps,51,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,38,"trend l1-985d1da: virglrs 985d1da + libkrun bc045955; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,gl-replay-venus,fps,56.7456,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,727.131,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2179.761296,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3050,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.7395,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,730.445,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2189.695104,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3131,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.7137,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,730.856,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2223.190768,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3142,trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vkmark-default-venus,score,4161,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4075,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4055,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1612,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2  "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1611,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2  "
2026-09-16,1d955098,basemark-webgl102-vrend,score,3345.96,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-webgl20-vrend,score,4051.99,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-shader-pipeline-vrend,score,1551.48,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-drawcall-stress-vrend,score,80.10,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-geometry-stress-vrend,score,1727.24,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-canvas-vrend,score,1176.70,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-svg-vrend,score,998.85,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,aquarium-25k-vrend,fps,45,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,43,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-25k-vrend,fps,50,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,38,"trend l2-bc4b864: virglrs bc4b864 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,gl-replay-venus,fps,56.6853,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,723.757,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2128.994907,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3137,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.6976,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,731.295,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2155.006957,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3132,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 
2026-09-16,1d955098,gl-replay-venus,fps,56.7083,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,gl-replay-llvmpipe,fps,732.064,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vk-replay-venus-headless,fps,2075.640685,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,glmark2-wayland-venus,score,3124,trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 
2026-09-16,1d955098,vkmark-default-venus,score,4142,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4194,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/3 "
2026-09-16,1d955098,vkmark-default-venus,score,4063,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 3/3 "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1144,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2  "
2026-09-16,1d955098,vkmark-under-aquarium25k-venus,score,1153,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2  "
2026-09-16,1d955098,basemark-webgl102-vrend,score,3150.07,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-webgl20-vrend,score,4044.26,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-shader-pipeline-vrend,score,1680.77,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-drawcall-stress-vrend,score,79.69,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-geometry-stress-vrend,score,1731.98,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-canvas-vrend,score,1171.75,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,basemark-svg-vrend,score,996.14,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; stock guest; second suite run scored "
2026-09-16,1d955098,aquarium-25k-vrend,fps,42,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,38,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/2; read off the fps crop"
2026-09-16,1d955098,aquarium-25k-vrend,fps,50,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,aquarium-30k-vrend,fps,38,"trend l3-1566e77: virglrs 1566e77 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 2/2; read off the fps crop"
2026-09-16,1d955098,gl-replay-venus,fps,56.7403,trend l4-ec5f1e9: virglrs ec5f1e9 + libkrun 3fa4cd9b; host mesa bb3994fc6db; limina 1d955098; run 1/3 
